,ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year,LateArrival
5342,128.0,,-8.0,1110.0,1118,1000,138.0,NA,0,NA,4,7,2,1002.0,ORD,733.0,0,67,NA,1,NA,LGA,NA,NA,NA,NA,UA,NA,1988,False
5343,416.0,394.0,24.0,1747.0,1723,1350,393.0,NA,0,NA,7,22,1,1351.0,SFO,2704.0,0,49,NA,12,NA,BOS,NA,N547UA,3,19,UA,NA,1996,True
5344,100.0,88.0,-5.0,1330.0,1335,1150,105.0,NA,0,NA,2,11,0,1150.0,GEG,723.0,0,974,NA,7,NA,OAK,NA,N356,5,7,WN,NA,2000,False
5345,78.0,66.0,26.0,1926.0,1900,1635,85.0,,0,5,2,28,33,1708.0,RDU,443.0,0,639,21,6,0,BNA,0,N441,3,9,WN,0,2005,True
5346,99.0,82.0,28.0,1503.0,1435,1320,75.0,,0,0,5,30,4,1324.0,SAN,417.0,0,580,0,11,28,SJC,0,N604SW,11,6,WN,0,2007,True
5347,131.0,105.0,-14.0,1946.0,2000,1740,140.0,,0,NA,2,15,-5,1735.0,EWR,745.0,0,1832,NA,1,NA,ATL,NA,N663DN,7,19,DL,NA,2008,False
5348,,,,,1810,1240,210.0,NA,0,NA,6,5,-1,1239.0,PHL,1557.0,1,128,NA,9,NA,DEN,NA,N591US,0,19,US,NA,1998,
5349,38.0,28.0,-6.0,1303.0,1309,1230,39.0,NA,0,NA,3,18,-5,1225.0,ANC,160.0,0,61,NA,1,NA,CDV,NA,N776AS,5,5,AS,NA,1995,False
5350,57.0,,3.0,1423.0,1420,1330,50.0,NA,0,NA,5,1,-4,1326.0,MIA,193.0,0,771,NA,1,NA,MCO,NA,NA,NA,NA,PI,NA,1988,True
5351,65.0,34.0,4.0,1027.0,1023,825,58.0,NA,0,NA,7,10,-3,822.0,IND,177.0,0,1468,NA,2,NA,ORD,NA,N330�1,8,23,UA,NA,2002,True
5352,212.0,186.0,2.0,2132.0,2130,2000,210.0,NA,0,NA,4,23,0,2000.0,LAX,1363.0,0,975,NA,9,NA,MCI,NA,N745,16,10,WN,NA,1999,True
5353,236.0,215.0,-11.0,1556.0,1607,855,252.0,NA,0,NA,3,10,5,900.0,ATL,1919.0,0,1938,NA,1,NA,SNA,NA,-N676D,8,13,DL,NA,2001,False
5354,76.0,60.0,-6.0,800.0,806,645,81.0,NA,0,NA,4,9,-1,644.0,CLE,310.0,0,1601,NA,8,NA,DCA,NA,N38727,4,12,CO,NA,2001,False
5355,105.0,86.0,3.0,844.0,841,700,101.0,,0,0,2,8,-1,659.0,BWI,576.0,0,525,0,8,0,ATL,0,N376DA,7,12,DL,0,2006,True
5356,280.0,254.0,-8.0,1911.0,1919,1130,289.0,NA,0,NA,5,19,1,1131.0,IAD,2419.0,0,58,NA,9,NA,SFO,NA,N1849U,6,20,UA,NA,1997,False
5357,59.0,48.0,-9.0,1306.0,1315,1110,65.0,NA,0,NA,4,9,-3,1107.0,CLE,307.0,0,482,NA,5,NA,MDW,NA,N12532,3,8,CO,NA,1996,False
5358,80.0,,-5.0,909.0,914,749,85.0,NA,0,NA,1,27,0,749.0,SJC,471.0,0,1053,NA,2,NA,EUG,NA,NA,NA,NA,AA,NA,1989,False
5359,51.0,,-9.0,719.0,728,630,58.0,NA,0,NA,1,26,-2,628.0,SFO,192.0,0,505,NA,3,NA,RNO,NA,NA,NA,NA,AA,NA,1990,False
5360,45.0,,-13.0,1854.0,1907,1810,57.0,NA,0,NA,6,19,-1,1809.0,PIT,224.0,0,1217,NA,9,NA,ROC,NA,NA,NA,NA,US,NA,1992,False
5361,119.0,102.0,-19.0,1422.0,1441,1130,131.0,,0,0,4,23,-7,1123.0,DEN,846.0,0,1240,0,11,0,SNA,0,N569UA,10,7,UA,0,2006,False
5362,215.0,190.0,20.0,1440.0,1420,1005,195.0,NA,0,NA,2,26,0,1005.0,SEA,1449.0,0,88,NA,9,NA,ANC,NA,N774AS,3,22,AS,NA,1995,True
5363,85.0,69.0,6.0,1831.0,1825,1555,90.0,,0,0,2,7,11,1606.0,AUS,528.0,0,74,0,8,0,ELP,0,N211WN,6,10,WN,0,2007,True
5364,47.0,38.0,0.0,1325.0,1325,1230,55.0,NA,0,NA,1,31,8,1238.0,HOU,239.0,0,25,NA,12,NA,DAL,NA,N90@@@,2,7,WN,NA,2001,False
5365,37.0,28.0,19.0,848.0,829,740,49.0,NA,0,NA,5,23,31,811.0,DTW,74.0,0,493,NA,1,NA,LAN,NA,N780NC,3,6,NW,NA,1998,True
5366,121.0,,16.0,2135.0,2119,1810,129.0,NA,0,NA,4,9,24,1834.0,MHT,843.0,0,1628,NA,12,NA,ORD,NA,NA,NA,NA,UA,NA,1993,True
5367,49.0,42.0,8.0,803.0,755,700,55.0,NA,0,NA,1,28,14,714.0,LAS,197.0,0,471,NA,12,NA,ONT,NA,N366,3,4,WN,NA,1998,True
5368,249.0,,-14.0,1214.0,1228,1000,268.0,NA,0,NA,2,30,5,1005.0,SFO,1846.0,0,669,NA,7,NA,ORD,NA,NA,NA,NA,UA,NA,1991,False
5369,122.0,99.0,-9.0,1130.0,1139,835,124.0,,0,0,3,2,-7,828.0,DEN,804.0,0,1216,0,7,0,RNO,0,N555UA,7,16,UA,0,2003,False
5370,175.0,157.0,0.0,1850.0,1850,1355,175.0,NA,0,NA,3,20,0,1355.0,MCI,1333.0,0,1850,NA,2,NA,SAN,NA,N740@@,5,13,WN,NA,2002,False
5371,58.0,40.0,12.0,1342.0,1330,1330,60.0,NA,0,NA,1,24,14,1344.0,BNA,214.0,0,1260,NA,4,NA,ATL,NA,N2821W,6,12,DL,NA,1995,True
5372,115.0,,1.0,2225.0,2224,2030,114.0,NA,0,NA,4,12,0,2030.0,BOS,632.0,0,1188,NA,3,NA,DTW,NA,NA,NA,NA,NW,NA,1992,True
5373,65.0,51.0,0.0,835.0,835,730,65.0,NA,0,NA,7,23,0,730.0,OAK,325.0,0,1127,NA,6,NA,BUR,NA,N512,5,9,WN,NA,2002,False
5374,272.0,241.0,2.0,1746.0,1744,1608,276.0,,0,0,2,17,6,1614.0,LAX,1946.0,0,1037,0,5,0,ATL,0,N831MH,9,22,DL,0,2005,True
5375,88.0,,-5.0,1347.0,1352,1220,92.0,NA,0,NA,5,11,-1,1219.0,LNK,466.0,0,697,NA,9,NA,ORD,NA,NA,NA,NA,UA,NA,1992,False
5376,139.0,125.0,1.0,914.0,913,700,133.0,NA,0,NA,7,1,-5,655.0,ATL,793.0,0,1699,NA,6,NA,SYR,NA,N522DA,4,10,DL,NA,1997,True
5377,203.0,190.0,6.0,1930.0,1924,1408,196.0,NA,0,NA,5,11,-1,1407.0,DFW,1431.0,0,1616,NA,9,NA,SMF,NA,N208AA,6,7,AA,NA,1998,True
5378,85.0,70.0,120.0,1829.0,1629,1510,79.0,NA,0,NA,5,2,114,1704.0,SFO,337.0,0,2044,NA,1,NA,LAX,NA,N923UA,5,10,UA,NA,1998,True
5379,152.0,,16.0,1715.0,1659,1340,139.0,NA,0,NA,4,1,3,1343.0,RSW,861.0,0,842,NA,12,NA,IAH,NA,NA,NA,NA,CO,NA,1988,True
5380,345.0,322.0,-14.0,1947.0,2001,1705,356.0,NA,0,NA,5,30,-3,1702.0,SFO,2457.0,0,45,NA,1,NA,BWI,NA,N615AU,10,13,US,NA,1998,False
5381,54.0,45.0,-5.0,800.0,805,705,60.0,,0,0,5,8,1,706.0,AUS,294.0,0,610,0,6,0,MAF,0,N506SW,4,5,WN,0,2007,False
5382,,,,,752,600,52.0,NA,1,NA,4,25,NA,,CVG,203.0,0,699,NA,6,NA,SBN,NA,N374DL,0,0,DL,NA,1998,
5383,353.0,278.0,36.0,1831.0,1755,940,315.0,NA,0,NA,7,20,-2,938.0,JFK,2475.0,0,126,NA,7,NA,LAX,NA,N764DA,54,21,DL,NA,1997,True
5384,254.0,235.0,10.0,1159.0,1149,945,244.0,NA,0,NA,3,27,0,945.0,SEA,1721.0,0,333,NA,5,NA,ORD,NA,N1817U,2,17,UA,NA,1998,True
5385,177.0,,-13.0,627.0,640,130,190.0,NA,0,NA,5,1,0,130.0,IAH,1379.0,0,594,NA,10,NA,LAX,NA,NA,NA,NA,CO,NA,1993,False
5386,261.0,240.0,-12.0,543.0,555,2230,265.0,,0,0,6,31,-8,2222.0,EWR,2227.0,0,369,0,1,0,LAS,0,N12109,7,14,CO,0,2004,False
5387,130.0,,4.0,1437.0,1433,1125,128.0,NA,0,NA,7,25,2,1127.0,DEN,819.0,0,512,NA,2,NA,ONT,NA,NA,NA,NA,UA,NA,1990,True
5388,84.0,50.0,3.0,939.0,936,815,81.0,,0,0,2,3,0,815.0,ILM,377.0,0,4770,0,2,0,ATL,0,N854AS,4,30,EV,0,2004,True
5389,26.0,,10.0,600.0,550,515,35.0,NA,0,NA,6,3,19,534.0,DSM,117.0,0,155,NA,10,NA,OMA,NA,NA,NA,NA,HP,NA,1987,True
5390,66.0,41.0,4.0,1307.0,1303,1200,63.0,NA,0,NA,7,29,1,1201.0,MSY,305.0,0,1155,NA,10,NA,IAH,NA,N70542,16,9,CO,NA,1995,True
5391,108.0,88.0,2.0,731.0,729,645,104.0,NA,0,NA,3,16,-2,643.0,PHX,551.0,0,2572,NA,7,NA,COS,NA,N181AW,4,16,HP,NA,1997,True
5392,111.0,95.0,-23.0,1851.0,1914,1800,134.0,NA,0,NA,6,18,0,1800.0,ORD,612.0,0,625,NA,2,NA,DCA,NA,N362UA,4,12,UA,NA,1995,False
5393,150.0,130.0,3.0,1331.0,1328,954,154.0,NA,0,NA,7,24,7,1001.0,IAH,1009.0,0,274,NA,11,NA,PHX,NA,N156AW,6,14,HP,NA,2002,True
5394,253.0,219.0,3.0,1136.0,1133,915,258.0,NA,0,NA,2,19,8,923.0,LAX,1745.0,0,107,NA,10,NA,ORD,NA,N564UA,11,23,UA,NA,1999,True
5395,57.0,,-3.0,1542.0,1545,1445,60.0,NA,0,NA,6,24,0,1445.0,GEG,279.0,0,527,NA,10,NA,PDX,NA,NA,NA,NA,AS,NA,1992,False
5396,125.0,106.0,-10.0,1650.0,1700,1455,125.0,,0,NA,2,19,-10,1445.0,IAH,657.0,0,3025,NA,8,NA,BNA,NA,N22971,9,10,XE,NA,2008,False
5397,164.0,132.0,19.0,1508.0,1449,1125,144.0,NA,0,NA,4,8,-1,1124.0,DEN,967.0,0,288,NA,7,NA,SFO,NA,N573UA,8,24,UA,NA,1999,True
5398,99.0,90.0,8.0,1903.0,1855,1710,105.0,NA,0,NA,6,28,14,1724.0,PHX,647.0,0,2711,NA,9,NA,SMF,NA,N396,3,6,WN,NA,2002,True
5399,39.0,,-4.0,752.0,756,715,41.0,NA,0,NA,2,24,-2,713.0,PIT,109.0,0,775,NA,4,NA,ERI,NA,NA,NA,NA,US,NA,1990,False
5400,82.0,66.0,-12.0,1013.0,1025,855,90.0,NA,0,NA,4,3,-4,851.0,MDW,349.0,0,1074,NA,1,NA,MSP,NA,N924R�,4,12,NW,NA,2002,False
5401,137.0,114.0,-15.0,928.0,943,815,148.0,NA,0,NA,2,17,-4,811.0,AUS,813.0,0,2221,NA,9,NA,ATL,NA,N974DL,6,17,DL,NA,2002,False
5402,191.0,177.0,-4.0,611.0,615,200,195.0,NA,0,NA,1,9,0,200.0,SEA,1449.0,0,268,NA,3,NA,ANC,NA,N977AS,6,8,AS,NA,1998,False
5403,97.0,,-13.0,1335.0,1348,1100,108.0,NA,0,NA,2,29,-2,1058.0,IAD,589.0,0,1614,NA,11,NA,ORD,NA,NA,NA,NA,UA,NA,1994,False
5404,157.0,,-23.0,1351.0,1414,1215,179.0,NA,0,NA,3,10,-1,1214.0,HOU,1093.0,0,273,NA,8,NA,DTW,NA,NA,NA,NA,NW,NA,1994,False
5405,139.0,122.0,-23.0,1550.0,1613,1435,158.0,NA,0,NA,7,9,-4,1431.0,MEM,874.0,0,1157,NA,6,NA,PHL,NA,N611NA,4,13,NW,NA,2002,False
5406,110.0,,1.0,2221.0,2220,2035,105.0,NA,0,NA,1,23,-4,2031.0,BDL,548.0,0,1176,NA,9,NA,DTW,NA,NA,NA,NA,NW,NA,1991,True
5407,171.0,150.0,20.0,1922.0,1902,1724,158.0,,0,7,6,3,7,1731.0,PDX,992.0,0,333,0,2,13,DEN,0,N576UA,4,17,UA,0,2007,True
5408,55.0,,2.0,1742.0,1740,1645,55.0,NA,0,NA,7,6,2,1647.0,DAL,239.0,0,444,NA,10,NA,HOU,NA,NA,NA,NA,WN,NA,1991,True
5409,85.0,,5.0,800.0,755,635,80.0,NA,0,NA,5,1,0,635.0,EWR,284.0,0,1580,NA,4,NA,ORF,NA,NA,NA,NA,CO,NA,1994,True
5410,148.0,132.0,-10.0,1410.0,1420,1140,160.0,NA,0,NA,6,8,2,1142.0,EWR,998.0,0,524,NA,3,NA,TPA,NA,N16815,7,9,CO,NA,1997,False
5411,150.0,125.0,89.0,2057.0,1928,1800,148.0,NA,0,NA,4,9,87,1927.0,STL,719.0,0,409,NA,12,NA,DCA,NA,N962TW,5,20,TW,NA,1999,True
5412,53.0,32.0,1.0,1321.0,1320,1230,50.0,NA,0,NA,3,24,-2,1228.0,PVD,160.0,0,463,NA,10,NA,EWR,NA,N14628,4,17,CO,NA,2001,True
5413,101.0,82.0,-1.0,1054.0,1055,810,105.0,,0,0,6,27,3,813.0,CMH,633.0,0,2591,0,10,0,MCI,0,N506CA,5,14,OO,0,2007,False
5414,54.0,43.0,176.0,1515.0,1219,1118,61.0,,0,0,5,22,183,1421.0,ORD,213.0,0,6977,176,9,0,CWA,0,N982SW,5,6,OO,0,2006,True
5415,147.0,130.0,-25.0,1023.0,1048,857,171.0,,0,0,7,12,-1,856.0,DFW,936.0,0,371,0,10,0,CLT,0,N587AA,7,10,AA,0,2003,False
5416,37.0,22.0,-5.0,2201.0,2206,2125,41.0,NA,0,NA,3,1,-1,2124.0,TUS,110.0,0,179,NA,3,NA,PHX,NA,N536UA,4,11,UA,NA,1995,False
5417,160.0,,15.0,1116.0,1101,835,146.0,NA,0,NA,3,2,1,836.0,LGA,950.0,0,474,NA,9,NA,MCO,NA,NA,NA,NA,US,NA,1992,True
5418,64.0,52.0,-10.0,911.0,921,810,71.0,NA,0,NA,7,9,-3,807.0,STL,296.0,0,484,NA,5,NA,LIT,NA,N24343,4,8,TW,NA,1999,False
5419,86.0,,5.0,1010.0,1005,843,82.0,NA,0,NA,5,13,1,844.0,SRQ,445.0,0,1936,NA,8,NA,ATL,NA,NA,NA,NA,DL,NA,1993,True
5420,,,,,1144,855,109.0,NA,0,NA,2,4,-2,853.0,SWF,714.0,1,4021,NA,2,NA,ORD,NA,N814MQ,680,34,MQ,NA,2003,
5421,40.0,,-2.0,715.0,717,635,42.0,NA,0,NA,4,17,0,635.0,MCO,133.0,0,921,NA,6,NA,RSW,NA,NA,NA,NA,DL,NA,1993,False
5422,197.0,,-8.0,2228.0,2236,1915,201.0,NA,0,NA,6,10,-4,1911.0,MIA,1090.0,0,5,NA,7,NA,JFK,NA,NA,NA,NA,TW,NA,1993,False
5423,70.0,59.0,0.0,2130.0,2130,2020,70.0,NA,0,NA,7,5,0,2020.0,LAS,386.0,0,1331,NA,11,NA,SJC,NA,N337,2,9,WN,NA,1995,False
5424,87.0,,136.0,2221.0,2005,1902,63.0,NA,0,NA,4,15,112,2054.0,SAT,247.0,0,1600,NA,12,NA,DFW,NA,NA,NA,NA,DL,NA,1994,True
5425,84.0,,0.0,1945.0,1945,1820,85.0,NA,0,NA,2,10,1,1821.0,MDT,413.0,0,410,NA,8,NA,CLT,NA,NA,NA,NA,US,NA,1993,False
5426,116.0,,10.0,1315.0,1305,1115,110.0,NA,0,NA,6,17,4,1119.0,CLT,529.0,0,1515,NA,12,NA,EWR,NA,NA,NA,NA,US,NA,1994,True
5427,416.0,395.0,5.0,634.0,629,1940,409.0,NA,0,NA,1,22,-2,1938.0,DFW,3784.0,0,16,NA,1,NA,HNL,NA,N736DY,7,14,DL,NA,1996,True
5428,133.0,125.0,-37.0,1041.0,1118,935,163.0,,0,0,5,3,-7,928.0,SLC,991.0,0,671,0,10,0,MSP,0,N304US,2,6,NW,0,2003,False
5429,131.0,,0.0,1644.0,1644,1335,129.0,NA,0,NA,5,22,-2,1333.0,ORD,888.0,0,64,NA,4,NA,DEN,NA,NA,NA,NA,CO,NA,1988,False
5430,190.0,178.0,-2.0,1250.0,1252,840,192.0,NA,0,NA,5,10,0,840.0,ORD,1437.0,0,1076,NA,3,NA,BOI,NA,N7254U,2,10,UA,NA,1995,False
5431,55.0,44.0,-11.0,2104.0,2115,2015,60.0,,0,0,3,11,-6,2009.0,DAL,293.0,0,1306,0,10,0,LBB,0,N607SW,2,9,WN,0,2006,False
5432,48.0,,-13.0,1156.0,1209,1110,59.0,NA,0,NA,6,18,-2,1108.0,MSP,284.0,0,1245,NA,9,NA,GFK,NA,NA,NA,NA,NW,NA,1993,False
5433,58.0,37.0,-4.0,2155.0,2159,2155,64.0,,0,0,7,22,2,2157.0,BNA,214.0,0,938,0,6,0,ATL,0,N659DL,5,16,DL,0,2003,False
5434,119.0,91.0,-6.0,1540.0,1546,1245,121.0,,0,NA,7,10,-4,1241.0,ATL,689.0,0,2022,NA,8,NA,IAH,NA,91819E,17,11,9E,NA,2008,False
5435,75.0,56.0,7.0,1507.0,1500,1350,70.0,NA,0,NA,1,4,2,1352.0,OAK,337.0,0,2984,NA,9,NA,LAX,NA,N396UA,4,15,UA,NA,1995,True
5436,87.0,70.0,26.0,2133.0,2107,1940,87.0,NA,0,NA,6,29,26,2006.0,DAY,391.0,0,581,NA,11,NA,DCA,NA,N970VJ,4,13,US,NA,1997,True
5437,250.0,230.0,-29.0,606.0,635,2300,275.0,NA,0,NA,2,9,-4,2256.0,PIT,2106.0,0,82,NA,6,NA,SAN,NA,N521AU,5,15,US,NA,1998,False
5438,152.0,,-8.0,1222.0,1230,935,175.0,NA,0,NA,2,28,15,950.0,LGA,1097.0,0,16,NA,2,NA,MIA,NA,NA,NA,NA,EA,NA,1989,False
5439,238.0,,-5.0,1113.0,1118,915,243.0,NA,0,NA,1,31,0,915.0,SFO,1589.0,0,351,NA,10,NA,MSP,NA,NA,NA,NA,NW,NA,1994,False
5440,110.0,,-7.0,1747.0,1754,1500,114.0,NA,0,NA,2,1,-3,1457.0,DTW,610.0,0,298,NA,10,NA,MEM,NA,NA,NA,NA,NW,NA,1991,False
5441,123.0,103.0,-19.0,819.0,838,720,138.0,NA,0,NA,5,14,-4,716.0,DFW,733.0,0,1659,NA,6,NA,SDF,NA,N2AAAA,10,10,AA,NA,1996,False
5442,,,,,1355,1255,60.0,NA,1,NA,2,11,NA,,BUR,223.0,0,145,NA,9,NA,LAS,NA,�NKNO�,0,0,WN,NA,2001,
5443,126.0,,-19.0,1346.0,1405,1140,145.0,NA,0,NA,4,21,0,1140.0,BUR,937.0,0,230,NA,11,NA,SEA,NA,NA,NA,NA,AS,NA,1991,False
5444,159.0,143.0,46.0,1151.0,1105,725,160.0,,0,20,2,27,47,812.0,PIT,1068.0,0,3563,26,5,0,DFW,0,N501BG,4,12,MQ,0,2008,True
5445,160.0,,-13.0,1053.0,1106,815,171.0,NA,0,NA,7,5,-2,813.0,JFK,1090.0,0,360,NA,11,NA,MIA,NA,NA,NA,NA,PA (1),NA,1989,False
5446,213.0,175.0,22.0,2200.0,2138,1632,186.0,,0,0,7,13,-5,1627.0,MSP,1300.0,0,782,0,1,22,LAS,0,N349NW,4,34,NW,0,2008,True
5447,59.0,,-1.0,1129.0,1130,1130,60.0,NA,0,NA,4,25,0,1130.0,ONT,325.0,0,644,NA,2,NA,PHX,NA,NA,NA,NA,WN,NA,1988,False
5448,117.0,91.0,0.0,1320.0,1320,1125,115.0,,0,0,4,25,-2,1123.0,EWR,644.0,0,2866,0,5,0,IND,0,N14158,10,16,XE,0,2006,False
5449,61.0,,-6.0,800.0,806,700,66.0,NA,0,NA,1,20,-1,659.0,PIT,382.0,0,378,NA,2,NA,TYS,NA,NA,NA,NA,US,NA,1989,False
5450,110.0,98.0,32.0,1328.0,1256,1155,121.0,NA,0,NA,3,27,43,1238.0,ORD,654.0,0,200,NA,11,NA,ABE,NA,N9066U,4,8,UA,NA,1996,True
5451,118.0,,2.0,1134.0,1132,930,122.0,NA,0,NA,2,30,6,936.0,SFO,679.0,0,1407,NA,11,NA,SEA,NA,NA,NA,NA,UA,NA,1993,True
5452,79.0,67.0,14.0,1434.0,1420,1250,90.0,,0,NA,1,14,25,1315.0,CMH,405.0,0,3225,NA,4,NA,PHL,NA,N612SW,2,10,WN,NA,2008,True
5453,276.0,234.0,-19.0,2328.0,2347,2150,297.0,NA,0,NA,2,15,2,2152.0,LAX,1946.0,0,295,NA,12,NA,ATL,NA,N123DN,8,34,DL,NA,1998,False
5454,64.0,42.0,-14.0,1945.0,1959,1744,75.0,,0,0,3,27,-3,1741.0,DTW,238.0,0,1132,0,6,0,MKE,0,N511US,10,12,NW,0,2007,False
5455,70.0,64.0,-5.0,1835.0,1840,1725,75.0,NA,0,NA,6,14,0,1725.0,SJC,342.0,0,997,NA,3,NA,SNA,NA,N507,1,5,WN,NA,1998,False
5456,215.0,200.0,18.0,2027.0,2009,1825,224.0,NA,0,NA,3,1,27,1852.0,SJC,1476.0,0,1733,NA,3,NA,AUS,NA,N453AA,3,12,AA,NA,2000,True
5457,93.0,,-7.0,1448.0,1455,1215,100.0,NA,0,NA,5,18,0,1215.0,DCA,601.0,0,240,NA,10,NA,MDW,NA,NA,NA,NA,ML (1),NA,1991,False
5458,254.0,215.0,-9.0,2212.0,2221,2000,261.0,,0,0,3,16,-2,1958.0,LAX,1745.0,0,107,0,7,0,ORD,0,N501UA,5,34,UA,0,2003,False
5459,,,,,1317,1050,147.0,NA,1,NA,5,4,NA,,SEA,954.0,0,579,NA,8,NA,LAX,NA,UNKNOW,0,0,AS,NA,2000,
5460,99.0,77.0,40.0,1750.0,1710,1550,80.0,,0,7,2,1,21,1611.0,MCO,403.0,0,642,14,11,19,ATL,0,N933DL,9,13,DL,0,2005,True
5461,120.0,105.0,-5.0,1820.0,1825,1715,130.0,NA,0,NA,1,23,5,1720.0,BNA,675.0,0,701,NA,11,NA,PHL,NA,N888AU,5,10,US,NA,1998,False
5462,131.0,99.0,8.0,1016.0,1008,810,118.0,NA,0,NA,5,1,-5,805.0,DFW,394.0,0,3756,NA,3,NA,LRD,NA,N211MQ,20,12,MQ,NA,2002,True
5463,145.0,121.0,1.0,1757.0,1756,1435,141.0,NA,0,NA,5,31,-3,1432.0,CLT,936.0,0,1152,NA,12,NA,DFW,NA,N586US,3,21,US,NA,1999,True
5464,55.0,37.0,0.0,2255.0,2255,2200,55.0,NA,0,NA,2,22,0,2200.0,LAS,258.0,0,1108,NA,4,NA,SAN,NA,N307,3,15,WN,NA,1997,False
5465,183.0,162.0,-22.0,1633.0,1655,1335,200.0,NA,0,NA,1,25,-5,1330.0,MCO,1121.0,0,2467,NA,1,NA,BOS,NA,N301DL,5,16,DL,NA,1999,False
5466,153.0,,-9.0,1033.0,1042,800,162.0,NA,0,NA,6,3,0,800.0,EWR,1068.0,0,822,NA,3,NA,RSW,NA,NA,NA,NA,CO,NA,1990,False
5467,175.0,146.0,-2.0,1418.0,1420,1225,175.0,,0,0,3,6,-2,1223.0,DFW,1021.0,0,2496,0,7,0,CLE,0,N16987,10,19,XE,0,2005,False
5468,357.0,220.0,39.0,1259.0,1220,900,320.0,,0,39,4,1,2,902.0,HNL,2416.0,0,45,0,12,0,SJC,0,N582HA,5,12,HA,0,2005,True
5469,88.0,67.0,29.0,838.0,809,736,93.0,,0,29,5,16,34,810.0,MSP,463.0,0,617,0,6,0,MBS,0,N783NC,9,12,NW,0,2006,True
5470,44.0,31.0,71.0,1941.0,1830,1745,45.0,,0,0,4,18,72,1857.0,DFW,89.0,0,3374,61,12,0,ACT,0,N697MQ,6,7,MQ,10,2008,True
5471,126.0,96.0,22.0,1628.0,1606,1314,112.0,NA,0,NA,4,17,8,1322.0,RDU,647.0,0,1758,NA,5,NA,ORD,NA,N407A1,4,26,AA,NA,2001,True
5472,,,,,1158,1030,88.0,NA,1,NA,2,23,NA,,BOS,413.0,0,209,NA,2,NA,IAD,NA,UNKNOW,0,0,US,NA,1999,
5473,253.0,,-2.0,1919.0,1921,1305,256.0,NA,0,NA,1,2,1,1306.0,ORD,1829.0,0,542,NA,5,NA,SJC,NA,NA,NA,NA,UA,NA,1994,False
5474,144.0,114.0,-10.0,1504.0,1514,1345,149.0,,0,0,2,18,-5,1340.0,ORD,719.0,0,1193,0,7,0,EWR,0,N11651,8,22,CO,0,2006,False
5475,,,,140.0,1959,1645,374.0,,0,NA,5,19,55,1740.0,LAS,2248.0,1,149,NA,12,NA,JFK,NA,N3751B,10,227,DL,NA,2008,
5476,90.0,72.0,119.0,1005.0,806,700,66.0,,0,0,6,21,95,835.0,PHX,160.0,0,2840,0,4,119,YUM,0,N449YV,15,3,YV,0,2007,True
5477,64.0,41.0,-4.0,1704.0,1708,1600,68.0,,0,NA,3,6,0,1600.0,IAH,217.0,0,2406,NA,2,NA,DAL,NA,N13935,14,9,XE,NA,2008,False
5478,121.0,107.0,-5.0,1055.0,1100,755,125.0,,0,0,1,7,-1,754.0,HPN,738.0,0,4263,0,5,0,ORD,0,N653AE,3,11,MQ,0,2007,False
5479,42.0,29.0,-9.0,2320.0,2329,2240,49.0,,0,0,1,15,-2,2238.0,SMX,135.0,0,6146,0,11,0,LAX,0,N218SW,3,10,OO,0,2004,False
5480,67.0,53.0,-13.0,1507.0,1520,1500,80.0,,0,0,2,8,0,1500.0,LAX,370.0,0,960,0,3,0,PHX,0,N303SW,4,10,WN,0,2005,False
5481,81.0,,-4.0,1451.0,1455,1330,85.0,NA,0,NA,1,27,0,1330.0,SNA,372.0,0,818,NA,1,NA,SFO,NA,NA,NA,NA,HP,NA,1992,False
5482,53.0,,-4.0,1316.0,1320,1225,55.0,NA,0,NA,2,17,-2,1223.0,BUR,223.0,0,1561,NA,5,NA,LAS,NA,NA,NA,NA,US,NA,1988,False
5483,326.0,309.0,13.0,1038.0,1025,735,350.0,,0,0,1,4,37,812.0,SEA,2306.0,0,27,0,4,0,IAD,0,N647AS,7,10,AS,0,2005,True
5484,41.0,34.0,-4.0,1256.0,1300,1215,45.0,NA,0,NA,4,25,0,1215.0,CRP,187.0,0,19,NA,12,NA,HOU,NA,N630,2,5,WN,NA,1997,False
5485,195.0,,24.0,1636.0,1612,1115,177.0,NA,0,NA,2,9,6,1121.0,DFW,1235.0,0,140,NA,5,NA,LAX,NA,NA,NA,NA,DL,NA,1989,True
5486,49.0,,0.0,712.0,712,620,52.0,NA,0,NA,5,5,3,623.0,MCO,178.0,0,119,NA,4,NA,FLL,NA,NA,NA,NA,DL,NA,1991,False
5487,85.0,79.0,-10.0,1640.0,1650,1615,95.0,NA,0,NA,4,12,0,1615.0,MSY,487.0,0,1675,NA,8,NA,TPA,NA,N523,1,5,WN,NA,1999,False
5488,137.0,119.0,-13.0,1306.0,1319,1150,149.0,NA,0,NA,3,12,-1,1149.0,DEN,770.0,0,2799,NA,12,NA,STL,NA,N4����,5,13,TW,NA,2001,False
5489,250.0,,179.0,1704.0,1405,1208,237.0,NA,0,NA,5,9,166,1454.0,SEA,,0,467,NA,2,NA,DFW,NA,NA,NA,NA,DL,NA,1990,True
